I0424 09:55:54.286327       1 log.go:245] FLAG: --add-dir-header="false"
I0424 09:55:57.777283       1 server.go:247] "msg"="Serving metrics server" "bindAddress"=":8080" "logger"="controller-runtime.metrics" "secure"=false
I0424 09:55:57.777353       1 controller.go:241] Starting Vault controller
I0424 09:55:57.777534       1 reflector.go:296] Starting reflector *v1alpha1.PostgresRole (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777547       1 controller.go:173] "msg"="Starting EventSource" "controller"="vaultserver" "controllerGroup"="kubevault.com" "controllerKind"="VaultServer" "source"="kind source: *v1alpha2.VaultServer"
I0424 09:55:57.777565       1 reflector.go:296] Starting reflector *v1alpha1.ElasticsearchRole (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777576       1 controller.go:181] "msg"="Starting Controller" "controller"="vaultserver" "controllerGroup"="kubevault.com" "controllerKind"="VaultServer"
I0424 09:55:57.777579       1 reflector.go:332] Listing and watching *v1alpha1.ElasticsearchRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777590       1 reflector.go:296] Starting reflector *v1alpha1.VaultPolicy (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777604       1 reflector.go:296] Starting reflector *v1.StatefulSet (10m0s) from k8s.io/client-go/informers/factory.go:160
I0424 09:55:57.777614       1 reflector.go:332] Listing and watching *v1.StatefulSet from k8s.io/client-go/informers/factory.go:160
I0424 09:55:57.777638       1 reflector.go:296] Starting reflector *v1alpha1.AWSRole (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777647       1 reflector.go:332] Listing and watching *v1alpha1.AWSRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777757       1 reflector.go:296] Starting reflector *v1alpha1.GCPRole (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777836       1 reflector.go:296] Starting reflector *v1alpha1.MongoDBRole (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777860       1 reflector.go:332] Listing and watching *v1alpha1.MongoDBRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777888       1 reflector.go:296] Starting reflector *v1.Node (10m0s) from k8s.io/client-go/informers/factory.go:160
I0424 09:55:57.777904       1 reflector.go:332] Listing and watching *v1.Node from k8s.io/client-go/informers/factory.go:160
I0424 09:55:57.777608       1 reflector.go:332] Listing and watching *v1alpha1.VaultPolicy from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777949       1 reflector.go:296] Starting reflector *v1alpha1.VaultPolicyBinding (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777960       1 reflector.go:332] Listing and watching *v1alpha1.VaultPolicyBinding from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777888       1 reflector.go:296] Starting reflector *v1.CustomResourceDefinition (10m0s) from k8s.io/apiextensions-apiserver/pkg/client/informers/externalversions/factory.go:141
I0424 09:55:57.778030       1 reflector.go:332] Listing and watching *v1.CustomResourceDefinition from k8s.io/apiextensions-apiserver/pkg/client/informers/externalversions/factory.go:141
I0424 09:55:57.777795       1 reflector.go:296] Starting reflector *v1alpha1.MySQLRole (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778056       1 reflector.go:332] Listing and watching *v1alpha1.MySQLRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778132       1 reflector.go:296] Starting reflector *v1alpha1.AzureRole (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778146       1 reflector.go:332] Listing and watching *v1alpha1.AzureRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778143       1 reflector.go:296] Starting reflector *v1alpha1.SecretRoleBinding (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778161       1 reflector.go:332] Listing and watching *v1alpha1.SecretRoleBinding from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777846       1 reflector.go:332] Listing and watching *v1alpha1.GCPRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777846       1 reflector.go:296] Starting reflector *v1.Secret (10m0s) from k8s.io/client-go/informers/factory.go:160
I0424 09:55:57.778203       1 reflector.go:332] Listing and watching *v1.Secret from k8s.io/client-go/informers/factory.go:160
I0424 09:55:57.778029       1 reflector.go:296] Starting reflector *v1alpha1.RedisRole (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778229       1 reflector.go:332] Listing and watching *v1alpha1.RedisRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778259       1 reflector.go:296] Starting reflector *v1alpha1.SecretEngine (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778269       1 reflector.go:332] Listing and watching *v1alpha1.SecretEngine from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778316       1 reflector.go:296] Starting reflector *v1alpha1.VaultOpsRequest (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778446       1 reflector.go:332] Listing and watching *v1alpha1.VaultOpsRequest from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778317       1 reflector.go:296] Starting reflector *v1alpha1.PKIRole (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778545       1 reflector.go:332] Listing and watching *v1alpha1.PKIRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.777556       1 reflector.go:332] Listing and watching *v1alpha1.PostgresRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778340       1 reflector.go:296] Starting reflector *v1alpha1.SecretAccessRequest (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778750       1 reflector.go:332] Listing and watching *v1alpha1.SecretAccessRequest from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778395       1 reflector.go:296] Starting reflector *v1alpha2.VaultServer (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778834       1 reflector.go:332] Listing and watching *v1alpha2.VaultServer from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778407       1 reflector.go:296] Starting reflector *v1alpha1.MariaDBRole (10m0s) from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.778885       1 reflector.go:332] Listing and watching *v1alpha1.MariaDBRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.779595       1 reflector.go:359] Caches populated for *v1alpha1.AWSRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.779855       1 reflector.go:296] Starting reflector *v1alpha2.VaultServer (9h27m59.897499434s) from sigs.k8s.io/controller-runtime/pkg/cache/internal/informers.go:106
I0424 09:55:57.779870       1 reflector.go:332] Listing and watching *v1alpha2.VaultServer from sigs.k8s.io/controller-runtime/pkg/cache/internal/informers.go:106
I0424 09:55:57.781847       1 reflector.go:359] Caches populated for *v1alpha1.ElasticsearchRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.781851       1 reflector.go:359] Caches populated for *v1alpha1.AzureRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.781978       1 reflector.go:359] Caches populated for *v1alpha1.MongoDBRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.782049       1 reflector.go:359] Caches populated for *v1alpha1.GCPRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.784377       1 reflector.go:359] Caches populated for *v1alpha1.VaultPolicyBinding from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.785065       1 reflector.go:359] Caches populated for *v1alpha1.VaultOpsRequest from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.785226       1 reflector.go:359] Caches populated for *v1alpha1.SecretEngine from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.785383       1 reflector.go:359] Caches populated for *v1alpha1.PKIRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.785533       1 reflector.go:359] Caches populated for *v1alpha2.VaultServer from sigs.k8s.io/controller-runtime/pkg/cache/internal/informers.go:106
I0424 09:55:57.785615       1 reflector.go:359] Caches populated for *v1alpha1.VaultPolicy from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.786650       1 reflector.go:359] Caches populated for *v1.StatefulSet from k8s.io/client-go/informers/factory.go:160
I0424 09:55:57.787521       1 reflector.go:359] Caches populated for *v1alpha1.MySQLRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.787841       1 reflector.go:359] Caches populated for *v1alpha1.PostgresRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.788049       1 reflector.go:359] Caches populated for *v1alpha1.RedisRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.789211       1 reflector.go:359] Caches populated for *v1alpha2.VaultServer from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.789217       1 reflector.go:359] Caches populated for *v1alpha1.SecretAccessRequest from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.790396       1 reflector.go:359] Caches populated for *v1.Node from k8s.io/client-go/informers/factory.go:160
I0424 09:55:57.791666       1 reflector.go:359] Caches populated for *v1alpha1.MariaDBRole from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.791891       1 reflector.go:359] Caches populated for *v1alpha1.SecretRoleBinding from kubevault.dev/apimachinery/client/informers/externalversions/factory.go:146
I0424 09:55:57.880370       1 controller.go:215] "msg"="Starting workers" "controller"="vaultserver" "controllerGroup"="kubevault.com" "controllerKind"="VaultServer" "worker count"=1
I0424 09:55:57.880491       1 reconcile.go:51] Get event for: k8s-pki/vault
I0424 09:55:57.932365       1 reflector.go:359] Caches populated for *v1.Secret from k8s.io/client-go/informers/factory.go:160
I0424 09:55:58.272964       1 reflector.go:359] Caches populated for *v1.CustomResourceDefinition from k8s.io/apiextensions-apiserver/pkg/client/informers/externalversions/factory.go:141
I0424 09:55:58.273324       1 reflector.go:296] Starting reflector *v1.Issuer (10m0s) from github.com/cert-manager/cert-manager/pkg/client/informers/externalversions/factory.go:142
I0424 09:55:58.273351       1 reflector.go:332] Listing and watching *v1.Issuer from github.com/cert-manager/cert-manager/pkg/client/informers/externalversions/factory.go:142
I0424 09:55:58.273303       1 reflector.go:296] Starting reflector *v1.ClusterIssuer (10m0s) from github.com/cert-manager/cert-manager/pkg/client/informers/externalversions/factory.go:142
I0424 09:55:58.274277       1 reflector.go:332] Listing and watching *v1.ClusterIssuer from github.com/cert-manager/cert-manager/pkg/client/informers/externalversions/factory.go:142
I0424 09:55:58.276328       1 reflector.go:359] Caches populated for *v1.ClusterIssuer from github.com/cert-manager/cert-manager/pkg/client/informers/externalversions/factory.go:142
I0424 09:55:58.276354       1 reflector.go:359] Caches populated for *v1.Issuer from github.com/cert-manager/cert-manager/pkg/client/informers/externalversions/factory.go:142
I0424 09:55:58.278644       1 vault_policy.go:65] Sync/Add/Update for VaultPolicy k8s-pki/cert-mgr-pki-ldap-policy
I0424 09:55:58.278654       1 vaultservers.go:119] Sync/Add/Update for VaultServer k8s-pki/vault
I0424 09:55:58.278659       1 vault_policy_binding.go:65] Sync/Add/Update for VaultPolicyBinding k8s-pki/k8s-ldap
I0424 09:55:58.278687       1 vault_policy.go:65] Sync/Add/Update for VaultPolicy k8s-pki/cert-mgr-pki-logging-policy
I0424 09:55:58.278687       1 vault_policy_binding.go:65] Sync/Add/Update for VaultPolicyBinding k8s-pki/k8s-logging
E0424 09:55:58.280992       1 worker.go:93] Failed to process key k8s-pki/cert-mgr-pki-logging-policy. Reason: for VaultPolicy k8s-pki/cert-mgr-pki-logging-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.281016       1 worker.go:97] Error syncing key k8s-pki/cert-mgr-pki-logging-policy: for VaultPolicy k8s-pki/cert-mgr-pki-logging-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.281040       1 vault_policy.go:65] Sync/Add/Update for VaultPolicy k8s-pki/cert-mgr-pki-monitoring-policy
E0424 09:55:58.280996       1 worker.go:93] Failed to process key k8s-pki/k8s-ldap. Reason: for VaultPolicyBinding k8s-pki/k8s-ldap: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.281136       1 worker.go:97] Error syncing key k8s-pki/k8s-ldap: for VaultPolicyBinding k8s-pki/k8s-ldap: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.281180       1 vault_policy_binding.go:65] Sync/Add/Update for VaultPolicyBinding k8s-pki/k8s-monitoring
E0424 09:55:58.280995       1 worker.go:93] Failed to process key k8s-pki/k8s-logging. Reason: for VaultPolicyBinding k8s-pki/k8s-logging: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.281216       1 worker.go:97] Error syncing key k8s-pki/k8s-logging: for VaultPolicyBinding k8s-pki/k8s-logging: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.281250       1 vault_policy_binding.go:65] Sync/Add/Update for VaultPolicyBinding k8s-pki/k8s-servicemesh
E0424 09:55:58.281079       1 worker.go:93] Failed to process key k8s-pki/cert-mgr-pki-ldap-policy. Reason: for VaultPolicy k8s-pki/cert-mgr-pki-ldap-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.281358       1 worker.go:97] Error syncing key k8s-pki/cert-mgr-pki-ldap-policy: for VaultPolicy k8s-pki/cert-mgr-pki-ldap-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.281383       1 vault_policy.go:65] Sync/Add/Update for VaultPolicy k8s-pki/cert-mgr-pki-servicemesh-policy
E0424 09:55:58.282741       1 worker.go:93] Failed to process key k8s-pki/k8s-monitoring. Reason: for VaultPolicyBinding k8s-pki/k8s-monitoring: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.282761       1 worker.go:97] Error syncing key k8s-pki/k8s-monitoring: for VaultPolicyBinding k8s-pki/k8s-monitoring: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.282787       1 vault_policy_binding.go:65] Sync/Add/Update for VaultPolicyBinding k8s-pki/protean-pki
E0424 09:55:58.282836       1 worker.go:93] Failed to process key k8s-pki/cert-mgr-pki-monitoring-policy. Reason: for VaultPolicy k8s-pki/cert-mgr-pki-monitoring-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.282881       1 worker.go:97] Error syncing key k8s-pki/cert-mgr-pki-monitoring-policy: for VaultPolicy k8s-pki/cert-mgr-pki-monitoring-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.282916       1 vault_policy.go:65] Sync/Add/Update for VaultPolicy k8s-pki/protean-pki
E0424 09:55:58.283246       1 worker.go:93] Failed to process key k8s-pki/k8s-servicemesh. Reason: for VaultPolicyBinding k8s-pki/k8s-servicemesh: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.283263       1 worker.go:97] Error syncing key k8s-pki/k8s-servicemesh: for VaultPolicyBinding k8s-pki/k8s-servicemesh: appbindings.appcatalog.appscode.com "vault" not found
E0424 09:55:58.283754       1 worker.go:93] Failed to process key k8s-pki/cert-mgr-pki-servicemesh-policy. Reason: for VaultPolicy k8s-pki/cert-mgr-pki-servicemesh-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.283772       1 worker.go:97] Error syncing key k8s-pki/cert-mgr-pki-servicemesh-policy: for VaultPolicy k8s-pki/cert-mgr-pki-servicemesh-policy: appbindings.appcatalog.appscode.com "vault" not found
E0424 09:55:58.284550       1 worker.go:93] Failed to process key k8s-pki/protean-pki. Reason: for VaultPolicy k8s-pki/protean-pki: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.284570       1 worker.go:97] Error syncing key k8s-pki/protean-pki: for VaultPolicy k8s-pki/protean-pki: appbindings.appcatalog.appscode.com "vault" not found
E0424 09:55:58.284866       1 worker.go:93] Failed to process key k8s-pki/protean-pki. Reason: for VaultPolicyBinding k8s-pki/protean-pki: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.284886       1 worker.go:97] Error syncing key k8s-pki/protean-pki: for VaultPolicyBinding k8s-pki/protean-pki: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.286059       1 vault_policy.go:65] Sync/Add/Update for VaultPolicy k8s-pki/cert-mgr-pki-logging-policy
I0424 09:55:58.286198       1 vault_policy_binding.go:65] Sync/Add/Update for VaultPolicyBinding k8s-pki/k8s-ldap
I0424 09:55:58.286256       1 vault_policy_binding.go:65] Sync/Add/Update for VaultPolicyBinding k8s-pki/k8s-logging
I0424 09:55:58.286631       1 vault_policy.go:65] Sync/Add/Update for VaultPolicy k8s-pki/cert-mgr-pki-ldap-policy
E0424 09:55:58.287877       1 worker.go:93] Failed to process key k8s-pki/cert-mgr-pki-logging-policy. Reason: for VaultPolicy k8s-pki/cert-mgr-pki-logging-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.287895       1 worker.go:97] Error syncing key k8s-pki/cert-mgr-pki-logging-policy: for VaultPolicy k8s-pki/cert-mgr-pki-logging-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.287958       1 vault_policy.go:65] Sync/Add/Update for VaultPolicy k8s-pki/cert-mgr-pki-monitoring-policy
E0424 09:55:58.287893       1 worker.go:93] Failed to process key k8s-pki/k8s-ldap. Reason: for VaultPolicyBinding k8s-pki/k8s-ldap: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.288008       1 worker.go:97] Error syncing key k8s-pki/k8s-ldap: for VaultPolicyBinding k8s-pki/k8s-ldap: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.288034       1 vault_policy_binding.go:65] Sync/Add/Update for VaultPolicyBinding k8s-pki/k8s-monitoring
E0424 09:55:58.288241       1 worker.go:93] Failed to process key k8s-pki/cert-mgr-pki-ldap-policy. Reason: for VaultPolicy k8s-pki/cert-mgr-pki-ldap-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.288257       1 worker.go:97] Error syncing key k8s-pki/cert-mgr-pki-ldap-policy: for VaultPolicy k8s-pki/cert-mgr-pki-ldap-policy: appbindings.appcatalog.appscode.com "vault" not found
E0424 09:55:58.288314       1 worker.go:93] Failed to process key k8s-pki/k8s-logging. Reason: for VaultPolicyBinding k8s-pki/k8s-logging: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.288338       1 worker.go:97] Error syncing key k8s-pki/k8s-logging: for VaultPolicyBinding k8s-pki/k8s-logging: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.288370       1 vault_policy_binding.go:65] Sync/Add/Update for VaultPolicyBinding k8s-pki/k8s-servicemesh
I0424 09:55:58.289298       1 vault_policy.go:65] Sync/Add/Update for VaultPolicy k8s-pki/cert-mgr-pki-servicemesh-policy
E0424 09:55:58.289440       1 worker.go:93] Failed to process key k8s-pki/cert-mgr-pki-monitoring-policy. Reason: for VaultPolicy k8s-pki/cert-mgr-pki-monitoring-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.289462       1 worker.go:97] Error syncing key k8s-pki/cert-mgr-pki-monitoring-policy: for VaultPolicy k8s-pki/cert-mgr-pki-monitoring-policy: appbindings.appcatalog.appscode.com "vault" not found
E0424 09:55:58.289466       1 worker.go:93] Failed to process key k8s-pki/k8s-monitoring. Reason: for VaultPolicyBinding k8s-pki/k8s-monitoring: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.289479       1 worker.go:97] Error syncing key k8s-pki/k8s-monitoring: for VaultPolicyBinding k8s-pki/k8s-monitoring: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.289744       1 vault_policy.go:65] Sync/Add/Update for VaultPolicy k8s-pki/protean-pki
E0424 09:55:58.289839       1 worker.go:93] Failed to process key k8s-pki/k8s-servicemesh. Reason: for VaultPolicyBinding k8s-pki/k8s-servicemesh: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.289857       1 worker.go:97] Error syncing key k8s-pki/k8s-servicemesh: for VaultPolicyBinding k8s-pki/k8s-servicemesh: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.289937       1 vault_policy_binding.go:65] Sync/Add/Update for VaultPolicyBinding k8s-pki/protean-pki
E0424 09:55:58.290986       1 worker.go:93] Failed to process key k8s-pki/cert-mgr-pki-servicemesh-policy. Reason: for VaultPolicy k8s-pki/cert-mgr-pki-servicemesh-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.291006       1 worker.go:97] Error syncing key k8s-pki/cert-mgr-pki-servicemesh-policy: for VaultPolicy k8s-pki/cert-mgr-pki-servicemesh-policy: appbindings.appcatalog.appscode.com "vault" not found
E0424 09:55:58.291211       1 worker.go:93] Failed to process key k8s-pki/protean-pki. Reason: for VaultPolicy k8s-pki/protean-pki: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.291229       1 worker.go:97] Error syncing key k8s-pki/protean-pki: for VaultPolicy k8s-pki/protean-pki: appbindings.appcatalog.appscode.com "vault" not found
E0424 09:55:58.291413       1 worker.go:93] Failed to process key k8s-pki/protean-pki. Reason: for VaultPolicyBinding k8s-pki/protean-pki: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.291434       1 worker.go:97] Error syncing key k8s-pki/protean-pki: for VaultPolicyBinding k8s-pki/protean-pki: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.298661       1 vault_policy.go:65] Sync/Add/Update for VaultPolicy k8s-pki/cert-mgr-pki-logging-policy
I0424 09:55:58.298691       1 vault_policy.go:65] Sync/Add/Update for VaultPolicy k8s-pki/cert-mgr-pki-ldap-policy
I0424 09:55:58.298676       1 vault_policy_binding.go:65] Sync/Add/Update for VaultPolicyBinding k8s-pki/k8s-ldap
I0424 09:55:58.298691       1 vault_policy_binding.go:65] Sync/Add/Update for VaultPolicyBinding k8s-pki/k8s-logging
E0424 09:55:58.301385       1 worker.go:93] Failed to process key k8s-pki/cert-mgr-pki-ldap-policy. Reason: for VaultPolicy k8s-pki/cert-mgr-pki-ldap-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.301478       1 worker.go:97] Error syncing key k8s-pki/cert-mgr-pki-ldap-policy: for VaultPolicy k8s-pki/cert-mgr-pki-ldap-policy: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.301510       1 vault_policy.go:65] Sync/Add/Update for VaultPolicy k8s-pki/cert-mgr-pki-monitoring-policy
E0424 09:55:58.301386       1 worker.go:93] Failed to process key k8s-pki/k8s-logging. Reason: for VaultPolicyBinding k8s-pki/k8s-logging: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.301543       1 worker.go:97] Error syncing key k8s-pki/k8s-logging: for VaultPolicyBinding k8s-pki/k8s-logging: appbindings.appcatalog.appscode.com "vault" not found
I0424 09:55:58.301587       1 vault_policy_binding.go:65] Sync/Add/Update for VaultPolicyBinding k8s-pki/k8s-monitoring
E0424 09:55:58.301387       1 worker.go:93] Failed to process key k8s-pki/k8s-ldap. Reason: for VaultPolicyBinding k8s-pki/k8s-ldap: appbindings.appcatalog.appscode.com "vault" not found
